Name,Value,DOB,Season,Competition,Club ID#,PPG,Goals,Assists,Minutes,Age,Yellow Cards,Double Yellow,Red Card,Goal Contribution
Ángel Di María,67.50,"Feb 14, 1988",2011,Supercopa,2,0.50,0,0,117',23,0,0,0,0.0
Thomas Lemar,64.80,"Nov 12, 1995",2014,Coupe de France,-,-,0,0,0,19,0,0,0,0.0
Thomas Lemar,64.80,"Nov 12, 1995",2014,Coupe de la Ligue,1,000,0,1,120',19,0,0,0,1.0
Thomas Lemar,64.80,"Nov 12, 1995",2014,Ligue 1,25,1.28,1,4,716',19,1,0,0,5.0
Thomas Lemar,64.80,"Nov 12, 1995",2015,Champions League Qualifying,1,3.00,0,0,38',20,0,0,0,0.0
Thomas Lemar,64.80,"Nov 12, 1995",2015,Coupe de France,2,1.50,0,2,118',20,0,0,0,2.0
Thomas Lemar,64.80,"Nov 12, 1995",2015,Coupe de la Ligue,1,000,0,0,29',20,0,0,0,0.0
Thomas Lemar,64.80,"Nov 12, 1995",2015,Europa League,4,1.25,0,0,197',20,0,0,0,0.0
Thomas Lemar,64.80,"Nov 12, 1995",2015,Ligue 1,26,1.65,5,3,1.809',20,1,0,0,8.0
Thomas Lemar,64.80,"Nov 12, 1995",2016,Champions League,12,1.67,2,5,894',21,2,0,0,7.0
Thomas Lemar,64.80,"Nov 12, 1995",2016,Champions League Qualifying,4,2.25,0,1,330',21,1,0,0,1.0
Thomas Lemar,64.80,"Nov 12, 1995",2016,Coupe de France,2,3.00,2,0,87',21,0,0,0,2.0
Thomas Lemar,64.80,"Nov 12, 1995",2016,Coupe de la Ligue,3,2.00,1,0,287',21,1,0,0,1.0
Thomas Lemar,64.80,"Nov 12, 1995",2016,Ligue 1,34,2.44,9,12,2.611',21,1,0,0,21.0
Thomas Lemar,64.80,"Nov 12, 1995",2017,Champions League,3,0.33,0,0,178',22,0,0,0,0.0
Thomas Lemar,64.80,"Nov 12, 1995",2017,Coupe de France,1,3.00,0,0,15',22,1,0,0,0.0
Thomas Lemar,64.80,"Nov 12, 1995",2017,Coupe de la Ligue,3,2.00,1,0,208',22,0,0,0,1.0
Thomas Lemar,64.80,"Nov 12, 1995",2017,Ligue 1,30,2.20,2,10,2.383',22,1,0,0,12.0
Thomas Lemar,64.80,"Nov 12, 1995",2017,Trophée des Champions,1,000,0,0,90',22,0,0,0,0.0
Thomas Lemar,64.80,"Nov 12, 1995",2018,Champions League,7,1.86,0,1,410',23,1,0,0,1.0
Thomas Lemar,64.80,"Nov 12, 1995",2018,Copa del Rey,4,2.00,1,2,284',23,0,0,0,3.0
Thomas Lemar,64.80,"Nov 12, 1995",2018,LaLiga,31,1.97,2,3,1.824',23,4,0,0,5.0
Thomas Lemar,64.80,"Nov 12, 1995",2018,UEFA Super Cup,1,3.00,0,0,90',23,0,0,0,0.0
Victor Osimhen,63.00,"Dec 29, 1998",2017,Bundesliga,12.0,0.75,0,0,278',19,0,0,0,0.0
Victor Osimhen,63.00,"Dec 29, 1998",2017,DFB-Pokal,1.0,0.0,0,0,40',19,0,0,0,0.0
Victor Osimhen,63.00,"Dec 29, 1998",2018,Beker van Belgie,2.0,1.5,1,0,110',20,0,0,0,1.0
Victor Osimhen,63.00,"Dec 29, 1998",2018,JPL Playoff II,7.0,2.71,4,1,621',20,1,0,0,5.0
Victor Osimhen,63.00,"Dec 29, 1998",2018,Jupiler Pro League,25.0,1.56,12,3,2.029',20,1,0,0,15.0
Victor Osimhen,63.00,"Dec 29, 1998",2018,Jupiler Pro League playoff Europa League,2.0,1.5,3,0,175',20,1,0,0,3.0
Victor Osimhen,63.00,"Dec 29, 1998",2019,Champions League,5.0,0.2,2,0,450',21,1,0,0,2.0
Victor Osimhen,63.00,"Dec 29, 1998",2019,Coupe de France,3.0,2.0,1,0,70',21,0,0,0,1.0
Victor Osimhen,63.00,"Dec 29, 1998",2019,Coupe de la Ligue,3.0,2.0,2,1,203',21,0,0,0,3.0
Victor Osimhen,63.00,"Dec 29, 1998",2019,Ligue 1,27.0,1.81,13,5,2.289',21,4,0,0,18.0
Victor Osimhen,63.00,"Dec 29, 1998",2020,Europa League,2.0,1.5,0,0,95',22,0,1,0,0.0
Victor Osimhen,63.00,"Dec 29, 1998",2020,Serie A,6.0,2.5,2,1,465',22,1,0,0,3.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2001,Amstel Cup,3.0,3.0,1,1,153',20,0,0,0,2.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2001,Champions League Qualifying,2.0,1.5,0,0,79',20,0,0,0,0.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2001,KPN Eredivisie,24.0,2.25,6,4,1.280',20,2,0,0,10.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2001,UEFA Cup,4.0,1.75,2,0,272',20,0,0,0,2.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2002,Amstel Cup,3.0,2.0,3,0,160',21,0,0,0,3.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2002,Champions League,13.0,1.31,5,1,1.015',21,2,0,0,6.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2002,Eredivisie,25.0,2.24,13,1,1.808',21,0,0,0,14.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2002,Johan Cruijff Schaal,1.0,3.0,0,0,13',21,0,0,0,0.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2003,Amstel Cup,1.0,0.0,0,0,90',22,0,0,0,0.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2003,Champions League,6.0,1.0,1,0,451',22,2,0,0,1.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2003,Champions League Qualifying,2.0,2.0,1,0,146',22,0,0,0,1.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2003,Eredivisie,22.0,2.41,13,7,1.408',22,2,0,0,20.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2004,Champions League,10.0,2.0,0,3,833',23,2,0,0,3.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2004,Eredivisie,3.0,2.33,3,1,251',23,1,0,0,4.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2004,Johan Cruijff Schaal,1.0,0.0,0,0,78',23,0,0,0,0.0
Zlatan Ibrahimovic,62.55,"Oct 3, 1981",2004,Serie A,35.0,2.2,16,7,2.763',23,4,0,0,23.0
Riyad Mahrez,61.02,"Feb 21, 1991",2011,Ligue 2,9,1.56,0,1,441',20,0,0,0,1.0
Riyad Mahrez,61.02,"Feb 21, 1991",2012,Coupe de France,3,2.00,1,0,268',21,0,0,0,1.0
Riyad Mahrez,61.02,"Feb 21, 1991",2012,Coupe de la Ligue,1,000,0,0,120',21,0,0,0,0.0
Riyad Mahrez,61.02,"Feb 21, 1991",2012,Ligue 2,34,1.44,4,6,2.011',21,3,0,0,10.0
Riyad Mahrez,61.02,"Feb 21, 1991",2013,Championship,19,2.21,3,5,1.161',22,0,0,0,8.0
Riyad Mahrez,61.02,"Feb 21, 1991",2013,Coupe de la Ligue,2,1.50,3,0,210',22,0,0,0,3.0
Riyad Mahrez,61.02,"Feb 21, 1991",2013,Ligue 2,17,1.29,2,5,1.280',22,2,0,0,7.0
Riyad Mahrez,61.02,"Feb 21, 1991",2013,U21 PL,2,1.50,1,0,167',22,0,0,0,1.0
Riyad Mahrez,61.02,"Feb 21, 1991",2014,FA Cup,1,000,0,0,90',23,0,0,0,0.0
Riyad Mahrez,61.02,"Feb 21, 1991",2014,League Cup,1,000,0,0,70',23,1,0,0,0.0
Riyad Mahrez,61.02,"Feb 21, 1991",2014,Premier League,30,1.07,4,3,2.082',23,0,0,0,7.0
Álvaro Morata,59.40,"Oct 23, 1992",2011,2ª B - Grupo I,33,2.00,14,3,2.398',19,11,1,0,17.0
Álvaro Morata,59.40,"Oct 23, 1992",2011,LaLiga,1,3.00,0,0,9',19,0,0,0,0.0
Álvaro Morata,59.40,"Oct 23, 1992",2011,Promoción LaLiga2,4,3.00,3,2,339',19,0,0,0,5.0
Álvaro Morata,59.40,"Oct 23, 1992",2012,Champions League,1,3.00,0,1,10',20,0,0,0,1.0
Álvaro Morata,59.40,"Oct 23, 1992",2012,Copa del Rey,2,3.00,0,1,159',20,0,0,0,1.0
Álvaro Morata,59.40,"Oct 23, 1992",2012,LaLiga,12,2.42,2,1,411',20,3,0,0,3.0
Álvaro Morata,59.40,"Oct 23, 1992",2012,LaLiga2,18,1.89,12,5,1.616',20,6,0,0,17.0
Álvaro Morata,59.40,"Oct 23, 1992",2013,Champions League,5,3.00,1,1,173',21,0,0,0,2.0
Álvaro Morata,59.40,"Oct 23, 1992",2013,Copa del Rey,6,2.67,0,0,237',21,0,0,0,0.0
Álvaro Morata,59.40,"Oct 23, 1992",2013,LaLiga,23,2.13,8,0,559',21,2,0,0,8.0
Álvaro Morata,59.40,"Oct 23, 1992",2014,Champions League,12,1.92,5,2,744',22,2,0,0,7.0
Álvaro Morata,59.40,"Oct 23, 1992",2014,Coppa Italia,4,2.25,2,0,223',22,0,0,1,2.0
Álvaro Morata,59.40,"Oct 23, 1992",2014,Serie A,29,2.34,8,5,1.321',22,5,0,1,13.0
Álvaro Morata,59.40,"Oct 23, 1992",2014,Supercoppa Italiana,1,000,0,0,14',22,0,0,0,0.0
Álvaro Morata,59.40,"Oct 23, 1992",2015,Champions League,8,1.50,2,2,534',23,2,0,0,4.0
Álvaro Morata,59.40,"Oct 23, 1992",2015,Coppa Italia,5,2.40,3,2,387',23,1,0,0,5.0
Álvaro Morata,59.40,"Oct 23, 1992",2015,Serie A,34,2.56,7,7,1.456',23,6,0,0,14.0
Edinson Cavani,58.05,"Feb 14, 1987",2006,Serie A,7.0,0.86,2,2,454',19,3,0,0,4.0
Edinson Cavani,58.05,"Feb 14, 1987",2007,Coppa Italia,2.0,0.5,0,0,154',20,0,0,0,0.0
Edinson Cavani,58.05,"Feb 14, 1987",2007,Serie A,33.0,1.3,5,1,1.771',20,3,0,0,6.0
Edinson Cavani,58.05,"Feb 14, 1987",2007,UEFA Cup,2.0,1.5,0,0,210',20,0,0,0,0.0
Edinson Cavani,58.05,"Feb 14, 1987",2008,Coppa Italia,1.0,0.0,1,0,90',21,0,0,0,1.0
Edinson Cavani,58.05,"Feb 14, 1987",2008,Serie A,35.0,1.57,14,3,3.064',21,2,0,0,17.0
Edinson Cavani,58.05,"Feb 14, 1987",2009,Coppa Italia,3.0,2.0,2,1,228',22,0,0,0,3.0
Edinson Cavani,58.05,"Feb 14, 1987",2009,Serie A,34.0,1.62,13,1,2.609',22,7,0,0,14.0
Edinson Cavani,58.05,"Feb 14, 1987",2010,Coppa Italia,2.0,1.5,0,0,144',23,1,0,0,0.0
Edinson Cavani,58.05,"Feb 14, 1987",2010,Europa League,8.0,1.0,5,2,668',23,2,0,0,7.0
Edinson Cavani,58.05,"Feb 14, 1987",2010,Europa League Qualifying,2.0,3.0,2,0,118',23,1,0,0,2.0
Edinson Cavani,58.05,"Feb 14, 1987",2010,Serie A,35.0,1.86,26,5,2.903',23,4,1,0,31.0
Christian Pulisic,57.60,"Sep 18, 1998",2017,Bundesliga,32,1.69,4,6,2.312',19,1,0,0,10.0
Christian Pulisic,57.60,"Sep 18, 1998",2017,Champions League,5,0.40,0,0,374',19,0,0,0,0.0
Christian Pulisic,57.60,"Sep 18, 1998",2017,DFB-Pokal,1,000,0,0,90',19,0,0,0,0.0
Christian Pulisic,57.60,"Sep 18, 1998",2017,DFL-Supercup,1,000,1,0,90',19,0,0,0,1.0
Christian Pulisic,57.60,"Sep 18, 1998",2017,Europa League,3,1.33,0,1,172',19,0,0,0,1.0
Christian Pulisic,57.60,"Sep 18, 1998",2018,Bundesliga,20,2.30,4,4,926',20,2,0,0,8.0
Christian Pulisic,57.60,"Sep 18, 1998",2018,Champions League,7,1.43,1,0,455',20,0,0,0,1.0
Christian Pulisic,57.60,"Sep 18, 1998",2018,DFB-Pokal,3,2.00,2,2,320',20,0,0,0,4.0
Christian Pulisic,57.60,"Sep 18, 1998",2019,Champions League,4,2.00,1,2,266',21,0,0,0,3.0
Christian Pulisic,57.60,"Sep 18, 1998",2019,EFL Cup,2,1.50,0,1,160',21,0,0,0,1.0
Christian Pulisic,57.60,"Sep 18, 1998",2019,FA Cup,2,1.50,1,0,121',21,0,0,0,1.0
Christian Pulisic,57.60,"Sep 18, 1998",2019,Premier League,25,1.68,9,6,1.727',21,0,0,0,15.0
Christian Pulisic,57.60,"Sep 18, 1998",2019,UEFA Super Cup,1,000,0,1,74',21,0,0,0,1.0
Christian Pulisic,57.60,"Sep 18, 1998",2020,Champions League,2,2.00,1,0,109',22,0,0,0,1.0
Christian Pulisic,57.60,"Sep 18, 1998",2020,Premier League,3,1.67,0,0,175',22,0,0,0,0.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2008,Coupe de France,2,1.50,0,0,187',19,0,0,0,0.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2008,Coupe de la Ligue,1,000,0,0,35',19,0,0,0,0.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2008,Ligue 2,34,1.41,8,2,2.112',19,3,0,0,10.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2009,Coupe de la Ligue,1,000,0,0,18',20,0,0,0,0.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2009,Europa League,7,1.57,0,0,352',20,1,0,0,0.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2009,Europa League Qualifying,2,3.00,0,2,116',20,0,0,0,2.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2009,Ligue 1,14,1.57,2,0,494',20,0,0,0,2.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2010,Coupe de France,1,000,0,0,120',21,0,0,0,0.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2010,Coupe de la Ligue,3,2.00,0,0,194',21,0,0,0,0.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2010,Ligue 1,14,0.93,2,0,775',21,0,0,0,2.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2010,Ligue 1,19,1.00,2,3,1.440',21,1,0,0,5.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2011,Coupe de la Ligue,2,1.50,2,0,180',22,0,0,0,2.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2011,Ligue 1,36,1.50,16,11,3.119',22,2,0,0,27.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2012,Coupe de France,4,2.25,2,1,186',23,0,0,0,3.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2012,Coupe de la Ligue,4,3.00,0,1,450',23,0,0,0,1.0
Pierre-Emerick Aubameyang,57.38,"Jun 18, 1989",2012,Ligue 1,37,1.68,19,12,3.214',23,2,0,0,31.0
Raheem Sterling,57.33,"Dec 8, 1994",2013,FA Cup,3.0,2.0,0,2,186',19,1,0,0,2.0
Raheem Sterling,57.33,"Dec 8, 1994",2013,League Cup,2.0,1.5,1,0,128',19,1,0,0,1.0
Raheem Sterling,57.33,"Dec 8, 1994",2013,Premier League,33.0,2.24,9,7,2.220',19,3,0,0,16.0
Raheem Sterling,57.33,"Dec 8, 1994",2013,U21 PL,1.0,3.0,1,3,90',19,0,0,0,4.0
Raheem Sterling,57.33,"Dec 8, 1994",2014,Champions League,6.0,0.83,0,1,463',20,1,0,0,1.0
Raheem Sterling,57.33,"Dec 8, 1994",2014,Europa League,2.0,1.5,0,0,133',20,0,0,0,0.0
Raheem Sterling,57.33,"Dec 8, 1994",2014,FA Cup,5.0,1.6,1,1,450',20,1,0,0,2.0
Raheem Sterling,57.33,"Dec 8, 1994",2014,League Cup,4.0,1.75,3,0,420',20,0,0,0,3.0
Raheem Sterling,57.33,"Dec 8, 1994",2014,Premier League,35.0,1.6,7,8,3.053',20,5,0,0,15.0
Raheem Sterling,57.33,"Dec 8, 1994",2015,Champions League,10.0,1.7,3,2,579',21,0,0,0,5.0
Raheem Sterling,57.33,"Dec 8, 1994",2015,FA Cup,2.0,3.0,1,2,151',21,1,0,0,3.0
Raheem Sterling,57.33,"Dec 8, 1994",2015,League Cup,4.0,3.0,1,4,328',21,0,0,0,5.0
Raheem Sterling,57.33,"Dec 8, 1994",2015,Premier League,31.0,1.52,6,2,1.923',21,1,0,0,8.0
Raheem Sterling,57.33,"Dec 8, 1994",2016,Champions League,7.0,1.57,2,4,577',22,3,0,0,6.0
Raheem Sterling,57.33,"Dec 8, 1994",2016,Champions League Qualifying,1.0,3.0,0,2,90',22,0,0,0,2.0
Raheem Sterling,57.33,"Dec 8, 1994",2016,EFL Cup,1.0,0.0,0,0,27',22,0,0,0,0.0
Raheem Sterling,57.33,"Dec 8, 1994",2016,FA Cup,5.0,2.4,1,4,418',22,1,0,0,5.0
Raheem Sterling,57.33,"Dec 8, 1994",2016,Premier League,33.0,2.12,7,10,2.515',22,7,0,0,17.0
Raheem Sterling,57.33,"Dec 8, 1994",2017,Champions League,8.0,2.25,4,1,495',23,1,0,0,5.0
Raheem Sterling,57.33,"Dec 8, 1994",2017,EFL Cup,3.0,3.0,0,1,300',23,1,0,0,1.0
Raheem Sterling,57.33,"Dec 8, 1994",2017,FA Cup,2.0,3.0,1,0,180',23,0,0,0,1.0
Raheem Sterling,57.33,"Dec 8, 1994",2017,Premier League,33.0,2.58,18,15,2.593',23,3,1,0,33.0
Luka Jovic,56.70,"Dec 23, 1997",2016,Allianz Cup,1,3.00,0,0,23',19,0,0,0,0.0
Luka Jovic,56.70,"Dec 23, 1997",2016,Liga NOS,1,000,0,0,9',19,0,0,0,0.0
Luka Jovic,56.70,"Dec 23, 1997",2016,Liga Portugal 2,11,1.64,2,1,733',19,1,0,0,3.0
Luka Jovic,56.70,"Dec 23, 1997",2016,Taça de Portugal Placard,-,-,0,0,0,19,0,0,0,0.0
Luka Jovic,56.70,"Dec 23, 1997",2017,Bundesliga,22,1.23,8,1,927',20,2,0,0,9.0
Luka Jovic,56.70,"Dec 23, 1997",2017,DFB-Pokal,5,3.00,1,1,214',20,1,0,0,2.0
Luka Jovic,56.70,"Dec 23, 1997",2018,Bundesliga,32,1.59,17,6,2.246',21,1,0,0,23.0
Luka Jovic,56.70,"Dec 23, 1997",2018,DFB-Pokal,1,000,0,0,90',21,0,0,0,0.0
Luka Jovic,56.70,"Dec 23, 1997",2018,DFL-Supercup,1,000,0,0,14',21,0,0,0,0.0
Luka Jovic,56.70,"Dec 23, 1997",2018,Europa League,14,2.14,10,1,952',21,1,0,0,11.0
Luka Jovic,56.70,"Dec 23, 1997",2019,Champions League,5,1.20,0,0,118',22,0,0,0,0.0
Luka Jovic,56.70,"Dec 23, 1997",2019,Copa del Rey,3,2.00,0,0,102',22,0,0,0,0.0
Luka Jovic,56.70,"Dec 23, 1997",2019,LaLiga,17,2.00,2,1,420',22,2,0,0,3.0
Luka Jovic,56.70,"Dec 23, 1997",2019,Supercopa,2,3.00,0,1,166',22,0,0,0,1.0
Luka Jovic,56.70,"Dec 23, 1997",2020,Champions League,1,000,0,0,59',23,0,0,0,0.0
Luka Jovic,56.70,"Dec 23, 1997",2020,LaLiga,4,1.50,0,0,149',23,0,0,0,0.0
Diego Costa,54.00,"Oct 7, 1988",2007,Liga BBVA,30,1.53,6,0,1.770',19,6,3,0,6.0
Diego Costa,54.00,"Oct 7, 1988",2008,LaLiga2,35,1.31,9,0,2.987',20,13,1,1,9.0
Diego Costa,54.00,"Oct 7, 1988",2009,Copa del Rey,2,1.50,1,0,60',21,0,0,0,1.0
Diego Costa,54.00,"Oct 7, 1988",2009,LaLiga,34,1.00,8,6,2.889',21,9,0,1,14.0
Diego Costa,54.00,"Oct 7, 1988",2010,Copa del Rey,5,1.60,1,1,352',22,2,0,1,2.0
Diego Costa,54.00,"Oct 7, 1988",2010,Europa League,6,1.33,1,0,354',22,0,0,0,1.0
Diego Costa,54.00,"Oct 7, 1988",2010,LaLiga,28,1.57,6,4,1.354',22,5,0,0,10.0
Diego Costa,54.00,"Oct 7, 1988",2010,UEFA Super Cup,-,-,0,0,0,22,0,0,0,0.0
Diego Costa,54.00,"Oct 7, 1988",2011,LaLiga,16,1.31,10,4,1.317',23,9,0,0,14.0
Anthony Martial,54.00,"Dec 5, 1995",2014,Champions League,7,1.14,0,1,415',19,1,0,0,1.0
Anthony Martial,54.00,"Dec 5, 1995",2014,Coupe de France,3,3.00,2,0,172',19,0,0,0,2.0
Anthony Martial,54.00,"Dec 5, 1995",2014,Coupe de la Ligue,3,2.00,1,0,151',19,0,0,0,1.0
Anthony Martial,54.00,"Dec 5, 1995",2014,Ligue 1,35,1.91,9,4,1.822',19,1,0,0,13.0
Anthony Martial,54.00,"Dec 5, 1995",2015,Champions League,6,1.33,2,0,516',20,1,0,0,2.0
Anthony Martial,54.00,"Dec 5, 1995",2015,Champions League Qualifying,4,2.25,1,1,333',20,0,0,0,2.0
Anthony Martial,54.00,"Dec 5, 1995",2015,Europa League,3,0.33,1,0,270',20,0,0,0,1.0
Anthony Martial,54.00,"Dec 5, 1995",2015,FA Cup,7,2.71,2,5,641',20,1,0,0,7.0
Anthony Martial,54.00,"Dec 5, 1995",2015,League Cup,2,1.50,1,0,69',20,0,0,0,1.0
Anthony Martial,54.00,"Dec 5, 1995",2015,Ligue 1,3,1.33,0,1,202',20,0,0,0,1.0
Anthony Martial,54.00,"Dec 5, 1995",2015,Premier League,31,1.61,11,4,2.632',20,2,0,0,15.0
Anthony Martial,54.00,"Dec 5, 1995",2016,Community Shield,1,3.00,0,0,70',21,0,0,0,0.0
Anthony Martial,54.00,"Dec 5, 1995",2016,EFL Cup,3,3.00,2,0,207',21,0,0,0,2.0
Anthony Martial,54.00,"Dec 5, 1995",2016,Europa League,10,2.00,1,0,438',21,1,0,0,1.0
Anthony Martial,54.00,"Dec 5, 1995",2016,FA Cup,3,3.00,1,2,242',21,0,0,0,3.0
Anthony Martial,54.00,"Dec 5, 1995",2016,Premier League,25,1.68,4,6,1.560',21,2,0,0,10.0
Anthony Martial,54.00,"Dec 5, 1995",2017,Champions League,8,2.00,1,2,343',22,0,0,0,3.0
Anthony Martial,54.00,"Dec 5, 1995",2017,EFL Cup,3,2.00,1,1,267',22,0,0,0,2.0
Anthony Martial,54.00,"Dec 5, 1995",2017,FA Cup,4,2.25,0,1,145',22,0,0,0,1.0
Anthony Martial,54.00,"Dec 5, 1995",2017,Premier League,30,2.03,9,5,1.582',22,1,0,0,14.0
Anthony Martial,54.00,"Dec 5, 1995",2017,UEFA Super Cup,-,-,0,0,0,22,0,0,0,0.0
Anthony Martial,54.00,"Dec 5, 1995",2018,Champions League,8,1.25,1,0,506',23,1,0,0,1.0
Anthony Martial,54.00,"Dec 5, 1995",2018,EFL Cup,1,000,0,0,90',23,0,0,0,0.0
Anthony Martial,54.00,"Dec 5, 1995",2018,FA Cup,2,1.50,1,0,108',23,0,0,0,1.0
Anthony Martial,54.00,"Dec 5, 1995",2018,Premier League,27,1.63,10,3,1.623',23,2,0,0,13.0
Luís Figo,54.00,"Nov 4, 1972",1991,UEFA Cup,2,1.50,0,0,210',19,1,0,0,0.0
Luís Figo,54.00,"Nov 4, 1972",1992,UEFA Cup,2,1.50,0,0,195',20,1,0,0,0.0
Luís Figo,54.00,"Nov 4, 1972",1993,UEFA Cup,5,1.40,0,0,319',21,1,0,0,0.0
Luís Figo,54.00,"Nov 4, 1972",1994,UEFA Cup,2,1.50,0,0,180',22,1,0,0,0.0
Luís Figo,54.00,"Nov 4, 1972",1995,Copa del Rey,7,2.00,0,0,435',23,1,0,0,0.0
Luís Figo,54.00,"Nov 4, 1972",1995,LaLiga,35,1.80,5,2,2.838',23,7,1,0,7.0
Luís Figo,54.00,"Nov 4, 1972",1995,UEFA Cup,9,2.00,3,2,788',23,0,0,0,5.0
Fernando Torres,52.65,"Mar 20, 1984",2003,LaLiga,35,1.54,20,0,2.981',19,9,0,1,20.0
Fernando Torres,52.65,"Mar 20, 1984",2004,Copa del Rey,2,3.00,2,0,141',20,0,0,0,2.0
Fernando Torres,52.65,"Mar 20, 1984",2004,LaLiga,38,1.32,16,0,3.348',20,3,0,0,16.0
Fernando Torres,52.65,"Mar 20, 1984",2004,UI Cup,5,1.20,2,0,402',20,1,0,0,2.0
Fernando Torres,52.65,"Mar 20, 1984",2005,Copa del Rey,2,0.50,0,0,180',21,0,0,0,0.0
Fernando Torres,52.65,"Mar 20, 1984",2005,LaLiga,36,1.33,13,0,3.194',21,9,0,0,13.0
Fernando Torres,52.65,"Mar 20, 1984",2006,LaLiga,36,1.58,14,0,3.095',22,5,1,0,14.0
Fernando Torres,52.65,"Mar 20, 1984",2007,Champions League,10,1.80,6,0,874',23,1,0,0,6.0
Fernando Torres,52.65,"Mar 20, 1984",2007,Champions League Qualifying,1,3.00,0,0,12',23,0,0,0,0.0
Fernando Torres,52.65,"Mar 20, 1984",2007,FA Cup,1,3.00,0,1,73',23,0,0,0,1.0
Fernando Torres,52.65,"Mar 20, 1984",2007,League Cup,1,3.00,3,0,90',23,0,0,0,3.0
Fernando Torres,52.65,"Mar 20, 1984",2007,Premier League,33,2.03,24,4,2.527',23,5,0,0,28.0
Hernán Crespo,51.13,"Jul 5, 1975",1995,Libertadores,3,1.67,2,0,205',20,0,0,0,2.0
Hernán Crespo,51.13,"Jul 5, 1975",1996,Libertadores,13,2.08,10,0,806',21,0,0,0,10.0
Hernán Crespo,51.13,"Jul 5, 1975",1996,Coppa Italia,1,000,0,0,55',21,0,0,0,0.0
Hernán Crespo,51.13,"Jul 5, 1975",1996,Serie A,27,1.74,12,0,2.080',21,1,0,0,12.0
Hernán Crespo,51.13,"Jul 5, 1975",1997,Champions League,6,1.50,2,0,441',22,0,0,0,2.0
Hernán Crespo,51.13,"Jul 5, 1975",1997,Champions League Qualifying,2,3.00,0,0,150',22,1,0,0,0.0
Hernán Crespo,51.13,"Jul 5, 1975",1997,Coppa Italia,2,2.00,0,1,154',22,0,0,0,1.0
Hernán Crespo,51.13,"Jul 5, 1975",1997,Serie A,25,1.76,12,1,1.810',22,2,0,0,13.0
Hernán Crespo,51.13,"Jul 5, 1975",1998,Coppa Italia,7,1.71,6,0,483',23,1,0,0,6.0
Hernán Crespo,51.13,"Jul 5, 1975",1998,Serie A,30,1.60,16,4,2.468',23,1,0,0,20.0
Hernán Crespo,51.13,"Jul 5, 1975",1998,UEFA Cup,8,2.13,6,2,488',23,0,0,0,8.0
Hulk,50.22,"Jul 25, 1986",2008,Allianz Cup,1.0,3.0,0,0,84',22,0,0,0,0.0
Hulk,50.22,"Jul 25, 1986",2008,Champions League,10.0,1.5,0,0,670',22,2,0,0,0.0
Hulk,50.22,"Jul 25, 1986",2008,Liga NOS,25.0,2.2,8,9,1.668',22,6,0,0,17.0
Hulk,50.22,"Jul 25, 1986",2008,Supertaça,1.0,0.0,0,0,33',22,0,0,0,0.0
Hulk,50.22,"Jul 25, 1986",2008,Taça de Portugal Placard,6.0,2.5,1,0,352',22,0,1,0,1.0
Hulk,50.22,"Jul 25, 1986",2009,Champions League,8.0,1.88,3,1,651',23,0,0,0,4.0
Hulk,50.22,"Jul 25, 1986",2009,Liga NOS,19.0,2.32,5,9,1.593',23,1,1,0,14.0
Hulk,50.22,"Jul 25, 1986",2009,Supertaça,1.0,3.0,0,0,90',23,0,0,0,0.0
Hulk,50.22,"Jul 25, 1986",2009,Taça de Portugal Placard,3.0,3.0,2,1,207',23,0,0,0,3.0
Hulk,50.22,"Jul 25, 1986",2005,Emperor's Cup,2.0,1.5,2,1,204',19,1,0,0,3.0
